id,store_id,customer_id,voucher_id,final_price,note,payment_id,created_at,created_by,updated_at,updated_by,deleted
SO20250712000179,1967119892788416523,1967119892897468431,,120521,,5,2025-07-12 09:16:04,1967119892956188681,2025-07-12 09:17:04,1967119892956188683,False
SO20250712000180,1967119892788416526,1967119892910051336,,491039,,3,2025-07-12 03:13:04,1967119892956188680,2025-07-12 03:22:04,1967119892956188679,False
SO20250712000181,1967119892788416524,,,1251942,,1,2025-07-12 00:57:04,1967119892956188680,2025-07-12 01:11:04,1967119892956188684,False
SO20250712000182,1967119892788416524,,,957704,,2,2025-07-12 01:36:04,1967119892956188685,2025-07-12 01:37:04,1967119892956188679,False
SO20250712000183,1967119892788416529,1967119892838748350,,1331749,,4,2025-07-12 07:25:04,1967119892956188680,2025-07-12 07:28:04,1967119892956188682,False
SO20250712000184,1967119892788416523,1967119892910051347,,442184,,2,2025-07-12 05:12:04,1967119892956188681,2025-07-12 05:26:04,1967119892956188683,False
SO20250712000185,1967119892788416523,,,1389681,,1,2025-07-12 02:38:04,1967119892956188685,2025-07-12 02:39:04,1967119892956188679,False
SO20250712000186,1967119892788416522,1967119892859719687,,1462268,,2,2025-07-12 12:34:04,1967119892956188678,2025-07-12 12:35:04,1967119892956188679,False
SO20250712000187,1967119892788416522,1967119892901662742,,3547903,,3,2025-07-12 20:39:04,1967119892956188681,2025-07-12 20:50:04,1967119892956188678,False
SO20250712000188,1967119892788416523,1967119892838748356,,851578,,2,2025-07-12 21:35:04,1967119892956188685,2025-07-12 21:41:04,1967119892956188683,False
SO20250713000189,1967119892788416525,1967119892838748344,1967119892951994386,596213,,2,2025-07-13 03:41:04,1967119892956188681,2025-07-13 03:42:04,1967119892956188685,False
SO20250713000190,1967119892788416523,1967119892859719688,,497110,Lớn này có sẽ để có tại. Và thì người.,1,2025-07-13 19:02:04,1967119892956188685,2025-07-13 19:05:04,1967119892956188679,False
SO20250713000191,1967119892788416524,1967119892910051344,1967119892951994387,71397,,1,2025-07-13 14:00:04,1967119892956188679,2025-07-13 14:02:04,1967119892956188684,False
SO20250713000192,1967119892788416527,1967119892859719689,,2399972,,4,2025-07-13 12:23:04,1967119892956188680,2025-07-13 12:29:04,1967119892956188682,False
SO20250713000193,1967119892788416525,1967119892947800085,,144190,,2,2025-07-13 14:51:04,1967119892956188683,2025-07-13 14:59:04,1967119892956188678,False
SO20250713000194,1967119892788416526,1967119892893274114,,314009,,1,2025-07-13 21:06:04,1967119892956188679,2025-07-13 21:13:04,1967119892956188681,False
SO20250713000195,1967119892788416525,,,249108,,1,2025-07-13 07:04:04,1967119892956188678,2025-07-13 07:14:04,1967119892956188683,False
SO20250713000196,1967119892788416529,1967119892918439954,,1087575,,1,2025-07-13 19:37:04,1967119892956188683,2025-07-13 19:40:04,1967119892956188684,False
SO20250713000197,1967119892788416522,1967119892855525391,,134826,,1,2025-07-13 13:47:04,1967119892956188680,2025-07-13 13:56:04,1967119892956188683,False
SO20250713000198,1967119892788416528,1967119892838748343,1967119892951994385,2433334,,2,2025-07-13 08:09:04,1967119892956188680,2025-07-13 08:23:04,1967119892956188679,False
SO20250713000199,1967119892788416522,1967119892914245637,1967119892951994386,955904,,1,2025-07-13 09:38:04,1967119892956188678,2025-07-13 09:46:04,1967119892956188680,False
SO20250713000200,1967119892788416526,,,55012,,1,2025-07-13 02:37:04,1967119892956188685,2025-07-13 02:44:04,1967119892956188682,False
SO20250713000201,1967119892788416527,,,269360,,1,2025-07-13 08:02:04,1967119892956188683,2025-07-13 08:05:04,1967119892956188682,False
SO20250713000202,1967119892788416527,1967119892910051330,,281271,,2,2025-07-13 14:12:04,1967119892956188682,2025-07-13 14:21:04,1967119892956188679,False
SO20250714000203,1967119892788416524,1967119892838748340,,3673539,,1,2025-07-14 14:21:04,1967119892956188679,2025-07-14 14:33:04,1967119892956188679,False
SO20250714000204,1967119892788416524,1967119892876496899,,821138,,1,2025-07-14 03:21:04,1967119892956188682,2025-07-14 03:34:04,1967119892956188682,False
SO20250714000205,1967119892788416523,1967119892918439940,,103335,,3,2025-07-14 19:51:04,1967119892956188685,2025-07-14 20:03:04,1967119892956188680,False
SO20250714000206,1967119892788416524,1967119892905857035,,207337,,1,2025-07-14 10:35:04,1967119892956188678,2025-07-14 10:39:04,1967119892956188679,False
SO20250714000207,1967119892788416522,1967119892863913986,,2271173,,1,2025-07-14 05:24:04,1967119892956188683,2025-07-14 05:26:04,1967119892956188680,False
SO20250714000208,1967119892788416522,1967119892918439948,,1074350,,1,2025-07-14 08:36:04,1967119892956188684,2025-07-14 08:49:04,1967119892956188684,False
SO20250714000209,1967119892788416522,1967119892838748333,,2510714,,1,2025-07-14 11:59:04,1967119892956188682,2025-07-14 12:10:04,1967119892956188684,False
SO20250714000210,1967119892788416527,1967119892838748345,,788609,,1,2025-07-14 14:33:04,1967119892956188679,2025-07-14 14:43:04,1967119892956188681,False
SO20250715000211,1967119892788416523,1967119892838748329,,451584,,2,2025-07-15 19:30:04,1967119892956188682,2025-07-15 19:36:04,1967119892956188679,False
SO20250715000212,1967119892788416524,,,192372,,4,2025-07-15 10:39:04,1967119892956188681,2025-07-15 10:44:04,1967119892956188681,False
SO20250715000213,1967119892788416525,1967119892851331084,,547171,,3,2025-07-15 14:54:04,1967119892956188684,2025-07-15 15:00:04,1967119892956188683,False
SO20250715000214,1967119892788416522,1967119892910051340,,1050739,,1,2025-07-15 09:08:04,1967119892956188681,2025-07-15 09:18:04,1967119892956188684,False
SO20250715000215,1967119892788416523,1967119892901662734,,302116,,2,2025-07-15 09:58:04,1967119892956188685,2025-07-15 10:12:04,1967119892956188684,False
SO20250715000216,1967119892788416524,1967119892838748331,,2960628,,2,2025-07-15 13:38:04,1967119892956188678,2025-07-15 13:50:04,1967119892956188680,False
SO20250715000217,1967119892788416526,1967119892859719693,,446701,Một như cái rất. Điều như và từ như.,1,2025-07-15 22:35:04,1967119892956188680,2025-07-15 22:39:04,1967119892956188685,False
SO20250715000218,1967119892788416522,,,481414,,1,2025-07-15 06:20:04,1967119892956188684,2025-07-15 06:24:04,1967119892956188685,False
SO20250715000219,1967119892788416526,1967119892868108301,,44744,,2,2025-07-15 04:58:04,1967119892956188679,2025-07-15 05:09:04,1967119892956188678,False
SO20250715000220,1967119892788416529,1967119892863913995,,1518776,,3,2025-07-15 05:38:04,1967119892956188680,2025-07-15 05:46:04,1967119892956188681,False
SO20250715000221,1967119892788416523,1967119892893274119,,352644,,2,2025-07-15 04:35:04,1967119892956188683,2025-07-15 04:37:04,1967119892956188681,False
SO20250715000222,1967119892788416522,1967119892851331078,,2128628,,4,2025-07-15 21:14:04,1967119892956188684,2025-07-15 21:27:04,1967119892956188678,False
SO20250716000223,1967119892788416529,1967119892880691207,1967119892951994386,810909,,1,2025-07-16 07:20:04,1967119892956188683,2025-07-16 07:35:04,1967119892956188683,False
SO20250716000224,1967119892788416524,1967119892922634247,,685802,,1,2025-07-16 03:46:04,1967119892956188685,2025-07-16 03:50:04,1967119892956188679,False
SO20250716000225,1967119892788416525,1967119892855525396,,213810,,1,2025-07-16 19:07:04,1967119892956188682,2025-07-16 19:15:04,1967119892956188685,False
SO20250716000226,1967119892788416523,1967119892851331089,1967119892951994386,583380,,1,2025-07-16 20:22:04,1967119892956188681,2025-07-16 20:29:04,1967119892956188680,False
SO20250716000227,1967119892788416525,1967119892905857044,,1164855,,1,2025-07-16 08:46:04,1967119892956188679,2025-07-16 08:59:04,1967119892956188680,False
SO20250716000228,1967119892788416525,,,1596235,Mà giữa cho vậy. Được làm nhưng để đúng.,1,2025-07-16 03:30:04,1967119892956188680,2025-07-16 03:34:04,1967119892956188678,False
SO20250716000229,1967119892788416524,1967119892838748361,,828584,,2,2025-07-16 12:16:04,1967119892956188683,2025-07-16 12:17:04,1967119892956188684,False
SO20250716000230,1967119892788416527,1967119892859719700,,135048,,3,2025-07-16 00:07:04,1967119892956188682,2025-07-16 00:11:04,1967119892956188684,False
SO20250716000231,1967119892788416524,1967119892872302600,,218153,,1,2025-07-16 04:11:04,1967119892956188681,2025-07-16 04:15:04,1967119892956188684,False
SO20250716000232,1967119892788416522,1967119892880691215,,1842489,Tại có mỗi từng đã gần. Có người các có thì.,1,2025-07-16 08:40:04,1967119892956188681,2025-07-16 08:55:04,1967119892956188681,False
SO20250717000233,1967119892788416525,,,387028,,2,2025-07-17 02:20:04,1967119892956188680,2025-07-17 02:33:04,1967119892956188679,False
SO20250717000234,1967119892788416524,1967119892897468430,1967119892951994385,54188,,4,2025-07-17 20:40:04,1967119892956188684,2025-07-17 20:54:04,1967119892956188685,False
SO20250717000235,1967119892788416522,,,240465,,1,2025-07-17 03:24:04,1967119892956188683,2025-07-17 03:25:04,1967119892956188681,False
SO20250717000236,1967119892788416525,1967119892910051344,,679704,,2,2025-07-17 03:55:04,1967119892956188684,2025-07-17 04:05:04,1967119892956188680,False
SO20250717000237,1967119892788416524,1967119892868108292,,48004,,3,2025-07-17 09:13:04,1967119892956188679,2025-07-17 09:16:04,1967119892956188680,False
SO20250717000238,1967119892788416526,1967119892897468434,,214369,,1,2025-07-17 09:22:04,1967119892956188683,2025-07-17 09:30:04,1967119892956188679,False
SO20250717000239,1967119892788416522,,,135575,,1,2025-07-17 02:43:04,1967119892956188678,2025-07-17 02:46:04,1967119892956188679,False
SO20250717000240,1967119892788416529,1967119892893274131,1967119892951994387,369340,,1,2025-07-17 02:46:04,1967119892956188685,2025-07-17 03:00:04,1967119892956188685,False
SO20250717000241,1967119892788416522,1967119892889079809,,19157,,2,2025-07-17 23:24:04,1967119892956188683,2025-07-17 23:31:04,1967119892956188680,False
SO20250717000242,1967119892788416528,,,763315,,1,2025-07-17 16:30:04,1967119892956188680,2025-07-17 16:34:04,1967119892956188680,False
SO20250717000243,1967119892788416527,1967119892943605772,,1348534,,3,2025-07-17 13:13:04,1967119892956188679,2025-07-17 13:23:04,1967119892956188685,False
SO20250717000244,1967119892788416526,,,152922,,1,2025-07-17 06:49:04,1967119892956188685,2025-07-17 06:59:04,1967119892956188685,False
SO20250717000245,1967119892788416522,,,568500,,1,2025-07-17 21:25:04,1967119892956188683,2025-07-17 21:33:04,1967119892956188681,False
SO20250717000246,1967119892788416523,1967119892868108290,,271816,,1,2025-07-17 06:51:04,1967119892956188681,2025-07-17 06:58:04,1967119892956188681,False
SO20250718000247,1967119892788416525,1967119892838748337,,1560368,,4,2025-07-18 00:30:04,1967119892956188684,2025-07-18 00:31:04,1967119892956188683,False
SO20250718000248,1967119892788416528,1967119892901662726,,1137754,,2,2025-07-18 21:36:04,1967119892956188685,2025-07-18 21:39:04,1967119892956188681,False
SO20250718000249,1967119892788416522,1967119892851331078,,379083,,1,2025-07-18 23:40:04,1967119892956188681,2025-07-18 23:43:04,1967119892956188682,False
SO20250718000250,1967119892788416522,1967119892851331086,,2313890,Đó như với nào. Vậy không giữa khi có như mỗi.,1,2025-07-18 07:17:04,1967119892956188683,2025-07-18 07:23:04,1967119892956188680,False
SO20250718000251,1967119892788416522,1967119892910051337,,151825,,3,2025-07-18 13:05:04,1967119892956188679,2025-07-18 13:10:04,1967119892956188679,False
SO20250718000252,1967119892788416524,1967119892905857025,1967119892951994385,674462,,4,2025-07-18 12:47:04,1967119892956188684,2025-07-18 13:02:04,1967119892956188685,False
SO20250718000253,1967119892788416527,,,34607,,1,2025-07-18 09:19:04,1967119892956188683,2025-07-18 09:25:04,1967119892956188684,False
SO20250718000254,1967119892788416526,,,448836,,1,2025-07-18 15:40:04,1967119892956188681,2025-07-18 15:43:04,1967119892956188682,False
SO20250718000255,1967119892788416522,1967119892872302598,,207114,,2,2025-07-18 07:47:04,1967119892956188678,2025-07-18 07:58:04,1967119892956188679,False
SO20250718000256,1967119892788416523,1967119892914245648,,1135436,,1,2025-07-18 16:30:04,1967119892956188685,2025-07-18 16:31:04,1967119892956188683,False
SO20250718000257,1967119892788416522,1967119892897468416,,290830,,1,2025-07-18 21:21:04,1967119892956188683,2025-07-18 21:30:04,1967119892956188678,False
SO20250718000258,1967119892788416522,1967119892851331088,,1701839,,1,2025-07-18 06:03:04,1967119892956188678,2025-07-18 06:06:04,1967119892956188684,False
SO20250718000259,1967119892788416523,,,180062,Cũng cũng hoặc số khiến đã.,1,2025-07-18 04:33:04,1967119892956188681,2025-07-18 04:47:04,1967119892956188680,False
SO20250718000260,1967119892788416526,1967119892897468424,,580542,,1,2025-07-18 04:45:04,1967119892956188683,2025-07-18 04:56:04,1967119892956188680,False
SO20250718000261,1967119892788416529,1967119892922634243,1967119892951994385,25834,,4,2025-07-18 19:08:04,1967119892956188685,2025-07-18 19:19:04,1967119892956188685,False
SO20250718000262,1967119892788416522,1967119892901662740,,705927,,2,2025-07-18 21:44:04,1967119892956188682,2025-07-18 21:50:04,1967119892956188679,False
SO20250718000263,1967119892788416522,1967119892947800092,,27506,,5,2025-07-18 14:13:04,1967119892956188685,2025-07-18 14:24:04,1967119892956188682,False
SO20250718000264,1967119892788416526,1967119892863913987,,823327,,1,2025-07-18 14:58:04,1967119892956188685,2025-07-18 15:13:04,1967119892956188679,False
SO20250718000265,1967119892788416525,1967119892884885513,,19891,,5,2025-07-18 20:00:04,1967119892956188680,2025-07-18 20:09:04,1967119892956188679,False
SO20250719000266,1967119892788416524,1967119892910051337,,351528,,3,2025-07-19 17:45:04,1967119892956188684,2025-07-19 17:47:04,1967119892956188683,False
SO20250719000267,1967119892788416523,1967119892851331085,,3543815,,4,2025-07-19 06:20:04,1967119892956188678,2025-07-19 06:30:04,1967119892956188682,False
SO20250719000268,1967119892788416523,1967119892872302597,,1921737,,4,2025-07-19 04:40:04,1967119892956188681,2025-07-19 04:54:04,1967119892956188682,False
SO20250719000269,1967119892788416526,,,295011,,1,2025-07-19 00:17:04,1967119892956188681,2025-07-19 00:23:04,1967119892956188678,False
SO20250719000270,1967119892788416525,1967119892935217155,,3780033,,1,2025-07-19 13:32:04,1967119892956188678,2025-07-19 13:38:04,1967119892956188684,False
SO20250719000271,1967119892788416523,1967119892859719682,,2354562,,2,2025-07-19 05:37:04,1967119892956188680,2025-07-19 05:50:04,1967119892956188678,False
SO20250719000272,1967119892788416525,1967119892838748342,,625286,,4,2025-07-19 03:09:04,1967119892956188684,2025-07-19 03:21:04,1967119892956188683,False
SO20250719000273,1967119892788416522,1967119892851331092,,443336,,2,2025-07-19 20:58:04,1967119892956188682,2025-07-19 21:09:04,1967119892956188685,False
SO20250719000274,1967119892788416529,1967119892935217162,,34445,,1,2025-07-19 14:03:04,1967119892956188680,2025-07-19 14:04:04,1967119892956188681,False
SO20250719000275,1967119892788416523,1967119892901662734,,314168,,1,2025-07-19 08:01:04,1967119892956188684,2025-07-19 08:10:04,1967119892956188682,False
SO20250719000276,1967119892788416523,1967119892838748349,,2801320,,3,2025-07-19 08:27:04,1967119892956188682,2025-07-19 08:35:04,1967119892956188680,False
SO20250719000277,1967119892788416523,1967119892935217156,,1247869,,2,2025-07-19 11:21:04,1967119892956188683,2025-07-19 11:34:04,1967119892956188683,False
SO20250719000278,1967119892788416527,1967119892855525380,,709609,,3,2025-07-19 03:01:04,1967119892956188679,2025-07-19 03:03:04,1967119892956188679,False
SO20250719000279,1967119892788416523,,,1274202,,2,2025-07-19 09:21:04,1967119892956188682,2025-07-19 09:22:04,1967119892956188684,False
SO20250719000280,1967119892788416525,1967119892838748365,,828730,,2,2025-07-19 20:56:04,1967119892956188683,2025-07-19 20:57:04,1967119892956188680,False
SO20250719000281,1967119892788416523,1967119892880691203,,1783793,,3,2025-07-19 20:35:04,1967119892956188681,2025-07-19 20:44:04,1967119892956188681,False
SO20250719000282,1967119892788416527,1967119892918439946,,43398,,3,2025-07-19 19:00:04,1967119892956188685,2025-07-19 19:06:04,1967119892956188684,False
SO20250719000283,1967119892788416525,1967119892901662729,,595627,Số sau nhưng thay nơi. Để nếu như mà.,3,2025-07-19 11:03:04,1967119892956188684,2025-07-19 11:08:04,1967119892956188685,False
SO20250719000284,1967119892788416524,1967119892872302605,1967119892956188677,146117,,2,2025-07-19 10:03:04,1967119892956188678,2025-07-19 10:16:04,1967119892956188680,False
SO20250719000285,1967119892788416523,,,224418,,1,2025-07-19 18:08:04,1967119892956188684,2025-07-19 18:21:04,1967119892956188680,False
SO20250719000286,1967119892788416522,1967119892884885508,,616269,,4,2025-07-19 05:10:04,1967119892956188681,2025-07-19 05:24:04,1967119892956188678,False
SO20250720000287,1967119892788416523,1967119892838748360,,765413,,3,2025-07-20 00:05:04,1967119892956188681,2025-07-20 00:17:04,1967119892956188679,False
SO20250720000288,1967119892788416524,1967119892935217165,,1066344,,1,2025-07-20 08:09:04,1967119892956188679,2025-07-20 08:13:04,1967119892956188679,False
SO20250720000289,1967119892788416529,1967119892872302607,,402699,,2,2025-07-20 05:04:04,1967119892956188684,2025-07-20 05:05:04,1967119892956188683,False
SO20250720000290,1967119892788416524,1967119892838748351,1967119892951994383,2572671,,2,2025-07-20 04:59:04,1967119892956188681,2025-07-20 05:00:04,1967119892956188678,False
SO20250720000291,1967119892788416522,1967119892851331074,1967119892951994387,412401,,1,2025-07-20 19:40:04,1967119892956188679,2025-07-20 19:50:04,1967119892956188685,False
SO20250720000292,1967119892788416525,1967119892838748336,1967119892956188677,1841815,,1,2025-07-20 08:34:04,1967119892956188681,2025-07-20 08:48:04,1967119892956188684,False
SO20250720000293,1967119892788416525,,1967119892956188677,18557,,2,2025-07-20 14:57:04,1967119892956188680,2025-07-20 15:10:04,1967119892956188681,False
SO20250720000294,1967119892788416523,1967119892880691213,,265243,,1,2025-07-20 09:19:04,1967119892956188684,2025-07-20 09:34:04,1967119892956188680,False
SO20250720000295,1967119892788416522,1967119892859719699,,2670412,,1,2025-07-20 06:22:04,1967119892956188681,2025-07-20 06:35:04,1967119892956188683,False
SO20250720000296,1967119892788416527,1967119892943605771,,65834,,1,2025-07-20 13:19:04,1967119892956188682,2025-07-20 13:25:04,1967119892956188681,False
SO20250720000297,1967119892788416525,,,406435,,2,2025-07-20 22:16:04,1967119892956188680,2025-07-20 22:20:04,1967119892956188680,False
SO20250721000298,1967119892788416525,1967119892880691206,,88572,,1,2025-07-21 02:52:04,1967119892956188682,2025-07-21 03:04:04,1967119892956188683,False
SO20250721000299,1967119892788416522,,,168439,,1,2025-07-21 19:36:04,1967119892956188685,2025-07-21 19:37:04,1967119892956188681,False
SO20250721000300,1967119892788416524,1967119892880691206,,1010689,,1,2025-07-21 07:32:04,1967119892956188684,2025-07-21 07:43:04,1967119892956188684,False
SO20250721000301,1967119892788416526,1967119892901662734,,159254,,5,2025-07-21 14:37:04,1967119892956188679,2025-07-21 14:40:04,1967119892956188681,False
SO20250721000302,1967119892788416522,1967119892851331078,,186028,,2,2025-07-21 03:03:04,1967119892956188679,2025-07-21 03:08:04,1967119892956188681,False
SO20250722000303,1967119892788416524,1967119892905857028,,117921,,1,2025-07-22 14:12:04,1967119892956188680,2025-07-22 14:20:04,1967119892956188681,False
SO20250722000304,1967119892788416524,,,410846,,3,2025-07-22 03:13:04,1967119892956188683,2025-07-22 03:26:04,1967119892956188683,False
SO20250722000305,1967119892788416523,1967119892914245633,,1304624,,1,2025-07-22 03:28:04,1967119892956188678,2025-07-22 03:32:04,1967119892956188680,False
SO20250722000306,1967119892788416524,1967119892876496898,,1467996,,5,2025-07-22 14:17:04,1967119892956188685,2025-07-22 14:19:04,1967119892956188683,False
SO20250722000307,1967119892788416528,,,369310,,1,2025-07-22 20:52:04,1967119892956188682,2025-07-22 21:02:04,1967119892956188683,False
SO20250722000308,1967119892788416524,,,57471,,1,2025-07-22 04:27:04,1967119892956188682,2025-07-22 04:34:04,1967119892956188679,False
SO20250722000309,1967119892788416525,,,101799,,2,2025-07-22 02:00:04,1967119892956188680,2025-07-22 02:01:04,1967119892956188680,False
SO20250723000310,1967119892788416523,1967119892838748345,1967119892951994387,1533878,,5,2025-07-23 14:10:04,1967119892956188681,2025-07-23 14:11:04,1967119892956188678,False
SO20250723000311,1967119892788416526,1967119892943605773,,1593773,,1,2025-07-23 21:43:04,1967119892956188681,2025-07-23 21:44:04,1967119892956188678,False
SO20250723000312,1967119892788416526,1967119892868108293,,472643,,2,2025-07-23 04:34:04,1967119892956188685,2025-07-23 04:36:04,1967119892956188678,False
SO20250723000313,1967119892788416522,1967119892838748370,1967119892951994386,1607351,,2,2025-07-23 18:14:04,1967119892956188684,2025-07-23 18:26:04,1967119892956188685,False
SO20250723000314,1967119892788416522,1967119892897468430,,1626541,Cũng hoặc như tại. Với trong hoặc đúng như.,1,2025-07-23 15:07:04,1967119892956188682,2025-07-23 15:12:04,1967119892956188685,False
SO20250723000315,1967119892788416522,1967119892859719698,,48093,,2,2025-07-23 14:44:04,1967119892956188683,2025-07-23 14:57:04,1967119892956188685,False
SO20250724000316,1967119892788416523,1967119892880691200,,98298,,2,2025-07-24 14:44:04,1967119892956188683,2025-07-24 14:57:04,1967119892956188684,False
SO20250724000317,1967119892788416522,1967119892851331091,,781697,,3,2025-07-24 02:18:04,1967119892956188684,2025-07-24 02:19:04,1967119892956188680,False
SO20250724000318,1967119892788416524,1967119892943605775,1967119892951994386,47769,,1,2025-07-24 03:19:04,1967119892956188681,2025-07-24 03:34:04,1967119892956188680,False
SO20250724000319,1967119892788416522,1967119892838748369,,39048,,4,2025-07-24 05:52:04,1967119892956188683,2025-07-24 06:04:04,1967119892956188682,False
SO20250724000320,1967119892788416522,1967119892935217158,,157899,,4,2025-07-24 05:20:04,1967119892956188684,2025-07-24 05:28:04,1967119892956188679,False
SO20250724000321,1967119892788416526,1967119892943605760,,44744,,4,2025-07-24 02:26:04,1967119892956188682,2025-07-24 02:38:04,1967119892956188681,False
SO20250724000322,1967119892788416523,1967119892880691207,,612819,,3,2025-07-24 20:23:04,1967119892956188685,2025-07-24 20:35:04,1967119892956188680,False
SO20250724000323,1967119892788416525,,,415696,,1,2025-07-24 07:04:04,1967119892956188685,2025-07-24 07:15:04,1967119892956188681,False
SO20250725000324,1967119892788416523,1967119892905857044,,359786,,3,2025-07-25 12:57:04,1967119892956188680,2025-07-25 13:01:04,1967119892956188680,False
SO20250725000325,1967119892788416529,1967119892901662732,,705927,,1,2025-07-25 10:05:04,1967119892956188681,2025-07-25 10:15:04,1967119892956188685,False
SO20250725000326,1967119892788416522,1967119892884885505,,59673,Hơn cho đã đang. Tại sẽ đúng giữa sẽ làm có.,2,2025-07-25 19:13:04,1967119892956188678,2025-07-25 19:22:04,1967119892956188678,False
SO20250725000327,1967119892788416522,1967119892868108300,,518711,,1,2025-07-25 20:31:04,1967119892956188678,2025-07-25 20:33:04,1967119892956188679,False
SO20250725000328,1967119892788416524,1967119892947800064,,96186,,1,2025-07-25 16:30:04,1967119892956188680,2025-07-25 16:35:04,1967119892956188678,False
SO20250725000329,1967119892788416527,1967119892838748348,1967119892956188677,3174616,,2,2025-07-25 06:01:04,1967119892956188684,2025-07-25 06:14:04,1967119892956188685,False
SO20250725000330,1967119892788416522,,,886672,,1,2025-07-25 07:13:04,1967119892956188680,2025-07-25 07:15:04,1967119892956188685,False
SO20250725000331,1967119892788416526,,1967119892951994385,324143,,2,2025-07-25 14:08:04,1967119892956188682,2025-07-25 14:11:04,1967119892956188682,False
SO20250725000332,1967119892788416523,1967119892838748326,,125101,,1,2025-07-25 20:40:04,1967119892956188682,2025-07-25 20:54:04,1967119892956188685,False
SO20250725000333,1967119892788416525,,,48093,,1,2025-07-25 02:54:04,1967119892956188685,2025-07-25 02:59:04,1967119892956188679,False
SO20250725000334,1967119892788416528,1967119892859719681,1967119892951994381,1606464,,4,2025-07-25 13:26:04,1967119892956188682,2025-07-25 13:30:04,1967119892956188679,False
SO20250725000335,1967119892788416525,1967119892922634244,,59673,Nơi như đến để lớn giống thì từ.,1,2025-07-25 21:26:04,1967119892956188678,2025-07-25 21:35:04,1967119892956188685,False
SO20250725000336,1967119892788416524,1967119892926828546,,347032,,3,2025-07-25 21:36:04,1967119892956188680,2025-07-25 21:37:04,1967119892956188680,False
SO20250725000337,1967119892788416523,1967119892914245642,,171889,,1,2025-07-25 10:37:04,1967119892956188682,2025-07-25 10:48:04,1967119892956188685,False
SO20250725000338,1967119892788416526,1967119892905857024,,970795,,3,2025-07-25 08:05:04,1967119892956188678,2025-07-25 08:17:04,1967119892956188683,False
SO20250725000339,1967119892788416527,1967119892855525389,,1333797,,2,2025-07-25 05:42:04,1967119892956188681,2025-07-25 05:45:04,1967119892956188678,False
SO20250725000340,1967119892788416526,1967119892855525386,,1156882,,3,2025-07-25 21:19:04,1967119892956188683,2025-07-25 21:21:04,1967119892956188684,False
SO20250725000341,1967119892788416525,1967119892943605782,,65584,,3,2025-07-25 06:04:04,1967119892956188683,2025-07-25 06:07:04,1967119892956188684,False
SO20250725000342,1967119892788416522,1967119892855525398,,1491670,,2,2025-07-25 15:27:04,1967119892956188684,2025-07-25 15:35:04,1967119892956188679,False
SO20250726000343,1967119892788416524,1967119892910051358,,311308,Đang với chỉ từ khiến đi.,1,2025-07-26 06:29:04,1967119892956188683,2025-07-26 06:36:04,1967119892956188680,False
SO20250726000344,1967119892788416522,1967119892893274116,,374375,,3,2025-07-26 21:03:04,1967119892956188682,2025-07-26 21:05:04,1967119892956188679,False
SO20250726000345,1967119892788416522,1967119892943605781,,891870,Nếu gần tôi sau làm một đến.,1,2025-07-26 22:09:04,1967119892956188682,2025-07-26 22:18:04,1967119892956188685,False
SO20250726000346,1967119892788416525,1967119892838748362,1967119892951994385,2195980,Cái đi có cũng. Mỗi như chưa các sẽ một của.,2,2025-07-26 07:01:04,1967119892956188678,2025-07-26 07:09:04,1967119892956188678,False
SO20250726000347,1967119892788416526,1967119892943605770,,3554559,,4,2025-07-26 10:00:04,1967119892956188679,2025-07-26 10:08:04,1967119892956188680,False
SO20250726000348,1967119892788416523,1967119892838748335,,2274230,,3,2025-07-26 20:57:04,1967119892956188680,2025-07-26 21:06:04,1967119892956188680,False
SO20250726000349,1967119892788416524,1967119892855525384,,670499,,1,2025-07-26 04:33:04,1967119892956188680,2025-07-26 04:36:04,1967119892956188685,False
SO20250726000350,1967119892788416524,1967119892905857036,,2439434,Như rất để với của sau hơn từng.,1,2025-07-26 14:27:04,1967119892956188684,2025-07-26 14:42:04,1967119892956188678,False
SO20250726000351,1967119892788416527,1967119892905857036,,580542,,1,2025-07-26 13:28:04,1967119892956188680,2025-07-26 13:34:04,1967119892956188682,False
SO20250726000352,1967119892788416525,1967119892863913989,,284296,,1,2025-07-26 14:10:04,1967119892956188681,2025-07-26 14:11:04,1967119892956188680,False
SO20250726000353,1967119892788416522,1967119892905857033,,232688,,3,2025-07-26 20:04:04,1967119892956188685,2025-07-26 20:18:04,1967119892956188681,False
SO20250726000354,1967119892788416524,,,151998,,2,2025-07-26 02:13:04,1967119892956188684,2025-07-26 02:28:04,1967119892956188683,False
SO20250726000355,1967119892788416522,1967119892859719684,1967119892951994384,280736,Trong cũng hơn các về thì trong.,1,2025-07-26 21:34:04,1967119892956188685,2025-07-26 21:38:04,1967119892956188681,False
SO20250726000356,1967119892788416522,1967119892951994368,,227997,,2,2025-07-26 12:50:04,1967119892956188681,2025-07-26 12:55:04,1967119892956188679,False
SO20250726000357,1967119892788416522,1967119892868108294,,1666405,,3,2025-07-26 12:54:04,1967119892956188685,2025-07-26 12:55:04,1967119892956188679,False
SO20250726000358,1967119892788416525,,,101948,,1,2025-07-26 23:40:04,1967119892956188682,2025-07-26 23:53:04,1967119892956188680,False
SO20250726000359,1967119892788416523,1967119892905857026,,1301207,,1,2025-07-26 21:24:04,1967119892956188683,2025-07-26 21:38:04,1967119892956188683,False
SO20250726000360,1967119892788416522,1967119892838748329,,315167,,3,2025-07-26 05:30:04,1967119892956188679,2025-07-26 05:34:04,1967119892956188682,False
